Generation, Score of model 0, Score of model 1, Score of model 2, Score of model 3, Score of model 4, Average, Score retained
1, 0.03601333498954773, 0.03508705273270607, 0.01628384180366993, 0.037205956876277924, 0.03453071415424347, 0.03182418011128902, 0.01628384180366993
