Generation, Score of model 0, Score of model 1, Score of model 2, Score of model 3, Score of model 4, Average, Score retained
1, 6.319178104400635, 0.9656679630279541, 1.416304111480713, 0.633211076259613, 0.5473881363868713, 1.9763498783111573, 0.5473881363868713
