Generation, Score of model 0, Score of model 1, Score of model 2, Score of model 3, Score of model 4, Average, Score retained
1, 0.011780551634728909, 0.03894514963030815, 0.006149000488221645, 0.005802040454000235, 0.003091172780841589, 0.013153582997620107, 0.003091172780841589
