Generation, Score of model 0, Score of model 1, Score of model 2, Score of model 3, Score of model 4, Average, Score retained
1, 0.44275444746017456, 0.6043847799301147, 0.31343162059783936, 0.11367350071668625, 0.9730604290962219, 0.48946095556020736, 0.11367350071668625
