Generation, Score of model 0, Score of model 1, Score of model 2, Score of model 3, Score of model 4, Average, Score retained
1, 0.3487550914287567, 0.17690661549568176, 0.17182095348834991, 0.03916529566049576, 0.12598741054534912, 0.17252707332372666, 0.03916529566049576
