Generation, Score of model 0, Score of model 1, Score of model 2, Score of model 3, Score of model 4, Average, Score retained
1, 0.32601600885391235, 0.4713003933429718, 0.36027792096138, 0.327037513256073, 0.11254248023033142, 0.3194348633289337, 0.11254248023033142
